feature,count0@False,count1@False,count0@True,count1@True
var,7121,3,2298,0
10th,7121,3,2297,1
yor,7121,3,2298,0
weakened,7121,3,2298,0
vi,7121,3,2297,1
115,7121,3,2298,0
polytime,7121,3,2297,1
paves,7121,3,2297,1
polysemy,7121,3,2296,2
ve,7121,3,2295,3
pawlak,7121,3,2298,0
wcsp,7121,3,2298,0
young,7121,3,2297,1
wearables,7121,3,2298,0
2016a,7121,3,2297,1
polytopes,7121,3,2298,0
utilisation,7121,3,2298,0
collocations,7121,3,2298,0
warnings,7121,3,2298,0
void,7121,3,2298,0
workloads,7121,3,2298,0
wrapped,7121,3,2298,0
1970,7121,3,2298,0
compilers,7121,3,2296,2
pendulum,7121,3,2297,1
wrote,7121,3,2298,0
collaborating,7121,3,2298,0
writings,7121,3,2298,0
cms,7121,3,2298,0
177,7121,3,2298,0
writes,7121,3,2298,0
writer,7121,3,2295,3
coevolution,7121,3,2298,0
51,7121,3,2295,3
coexist,7121,3,2298,0
please,7121,3,2298,0
vlsp,7121,3,2298,0
1962,7121,3,2298,0
4x,7121,3,2298,0
1965,7121,3,2298,0
competencies,7121,3,2298,0
utilised,7121,3,2298,0
utilitarian,7121,3,2298,0
wishes,7121,3,2294,4
353,7121,3,2298,0
colloquial,7121,3,2298,0
warp,7121,3,2298,0
versioning,7121,3,2298,0
pdl,7121,3,2298,0
politicians,7121,3,2298,0
128,7121,3,2296,2
pitman,7121,3,2298,0
windowing,7121,3,2298,0
coaching,7121,3,2298,0
320,7121,3,2298,0
pilots,7121,3,2298,0
700,7121,3,2298,0
winter,7121,3,2298,0
colour,7121,3,2298,0
118,7121,3,2297,1
commutative,7121,3,2296,2
watching,7121,3,2298,0
350,7121,3,2298,0
1x,7121,3,2297,1
verbose,7121,3,2298,0
pcs,7121,3,2297,1
comput,7121,3,2298,0
cma,7121,3,2297,1
utmost,7121,3,2298,0
comfortable,7121,3,2298,0
vad,7121,3,2298,0
piano,7121,3,2297,1
valiant,7121,3,2298,0
widths,7121,3,2295,3
pickup,7121,3,2298,0
20x,7121,3,2298,0
cmos,7121,3,2298,0
wifi,7121,3,2298,0
polysemic,7121,3,2298,0
pays,7121,3,2297,1
waves,7121,3,2298,0
pcg,7121,3,2298,0
polyhedra,7121,3,2297,1
petri,7121,3,2298,0
pity,7121,3,2298,0
verbatim,7121,3,2298,0
youth,7121,3,2298,0
120,7121,3,2296,2
volterra,7121,3,2298,0
competes,7121,3,2296,2
unvoiced,7121,3,2298,0
usa,7121,3,2298,0
untrained,7121,3,2295,3
concatenate,7121,3,2298,0
concavity,7121,3,2297,1
phonotactic,7121,3,2298,0
commonalities,7121,3,2298,0
untapped,7121,3,2298,0
weston,7121,3,2296,2
10000,7121,3,2298,0
commentaries,7121,3,2296,2
08,7121,3,2298,0
postulate,7121,3,2296,2
09,7121,3,2298,0
colorization,7121,3,2298,0
utd,7121,3,2298,0
1990s,7121,3,2298,0
1996,7121,3,2298,0
walsh,7121,3,2298,0
partite,7121,3,2298,0
concatenative,7121,3,2298,0
phonology,7121,3,2298,0
zhang,7121,3,2297,1
timings,7121,3,2298,0
weekly,7121,3,2297,1
photovoltaic,7121,3,2298,0
phenotypic,7121,3,2298,0
zeros,7121,3,2295,3
computability,7121,3,2298,0
whitening,7121,3,2296,2
clue,7121,3,2298,0
whatsapp,7121,3,2298,0
pointer,7121,3,2294,4
patents,7121,3,2298,0
urdu,7121,3,2298,0
29,7121,3,2298,0
urls,7121,3,2297,1
commission,7121,3,2298,0
phenotype,7121,3,2297,1
webquestions,7121,3,2297,1
cloze,7121,3,2295,3
passwords,7121,3,2298,0
whichever,7121,3,2298,0
900,7121,3,2298,0
voluminous,7121,3,2298,0
viral,7121,3,2297,1
waiting,7121,3,2298,0
viewers,7121,3,2298,0
warcraft,7121,3,2298,0
1k,7121,3,2298,0
wizard,7121,3,2298,0
pessimistic,7121,3,2294,4
playouts,7121,3,2298,0
compensated,7121,3,2297,1
512,7121,3,2298,0
plentiful,7121,3,2298,0
coins,7121,3,2298,0
worthy,7121,3,2298,0
coincidence,7121,3,2298,0
coil,7121,3,2298,0
competitiveness,7121,3,2296,2
permanent,7121,3,2298,0
workspace,7121,3,2297,1
workstation,7121,3,2298,0
periphery,7121,3,2297,1
plugging,7121,3,2297,1
viewer,7121,3,2298,0
witnessing,7121,3,2298,0
codebooks,7121,3,2298,0
plagued,7121,3,2296,2
3k,7121,3,2298,0
won,7121,3,2296,2
pdm,7121,3,2298,0
poems,7121,3,2296,2
x1,7121,3,2298,0
collate,7121,3,2298,0
po,7121,3,2298,0
playlist,7121,3,2298,0
pen,7121,3,2298,0
wolfe,7121,3,2286,12
playlists,7121,3,2298,0
pervasively,7121,3,2298,0
complicating,7121,3,2298,0
wl,7121,3,2298,0
warmuth,7121,3,2298,0
victim,7121,3,2296,2
comply,7121,3,2298,0
victory,7121,3,2298,0
complimentary,7121,3,2298,0
pole,7121,3,2297,1
poisoning,7121,3,2295,3
watch,7121,3,2297,1
ventilation,7121,3,2298,0
46,7121,3,2295,3
subfield,7121,3,2298,0
rdfs,7121,3,2297,1
stocks,7121,3,2298,0
recency,7121,3,2297,1
reception,7121,3,2298,0
assortment,7121,3,2298,0
steganography,7121,3,2298,0
recipes,7121,3,2297,1
steganalysis,7121,3,2298,0
cartesian,7121,3,2298,0
statically,7121,3,2297,1
asymmetrical,7121,3,2298,0
stars,7121,3,2298,0
cart,7121,3,2295,3
standardize,7121,3,2298,0
asynchrony,7121,3,2298,0
stamped,7121,3,2298,0
casp,7121,3,2298,0
strated,7121,3,2298,0
arrives,7121,3,2297,1
cation,7121,3,2298,0
subsume,7121,3,2296,2
rasa,7121,3,2298,0
subgroups,7121,3,2297,1
arrived,7121,3,2298,0
subgoal,7121,3,2297,1
substitutions,7121,3,2298,0
substrate,7121,3,2298,0
reconcile,7121,3,2297,1
substrings,7121,3,2298,0
summarises,7121,3,2298,0
randomised,7121,3,2297,1
strategyproof,7121,3,2298,0
ar,7121,3,2297,1
suffice,7121,3,2296,2
cc,7121,3,2297,1
succinctness,7121,3,2298,0
archimedean,7121,3,2298,0
succeeding,7121,3,2298,0
subwords,7121,3,2298,0
subtrees,7121,3,2296,2
subtracting,7121,3,2298,0
rarity,7121,3,2298,0
rankers,7121,3,2298,0
sublanguage,7121,3,2298,0
stv,7121,3,2298,0
artistic,7121,3,2297,1
biography,7121,3,2298,0
sci,7121,3,2298,0
biomarkers,7121,3,2298,0
richly,7121,3,2297,1
bionlp,7121,3,2298,0
breiman,7121,3,2297,1
ridge,7121,3,2289,9
bikes,7121,3,2298,0
bigrams,7121,3,2298,0
bibliography,7121,3,2298,0
reviewer,7121,3,2297,1
bs,7121,3,2298,0
bic,7121,3,2298,0
brute,7121,3,2296,2
seizure,7121,3,2297,1
segmenter,7121,3,2296,2
bicycle,7121,3,2298,0
retrospective,7121,3,2297,1
retrospectively,7121,3,2297,1
rho,7121,3,2294,4
bioasq,7121,3,2298,0
rhetoric,7121,3,2298,0
scopes,7121,3,2297,1
artwork,7121,3,2298,0
su,7121,3,2298,0
readmission,7121,3,2298,0
stylometric,7121,3,2298,0
realizations,7121,3,2297,1
straw,7121,3,2298,0
studio,7121,3,2298,0
strives,7121,3,2298,0
asl,7121,3,2298,0
artist,7121,3,2297,1
strides,7121,3,2298,0
streets,7121,3,2298,0
backtrack,7121,3,2298,0
backups,7121,3,2297,1
backwards,7121,3,2297,1
rewarding,7121,3,2298,0
sda,7121,3,2296,2
bin,7121,3,2296,2
binomial,7121,3,2296,2
bins,7121,3,2298,0
strengthens,7121,3,2297,1
arrhythmia,7121,3,2298,0
rcnn,7121,3,2297,1
arrangements,7121,3,2297,1
autocorrelation,7121,3,2298,0
attractor,7121,3,2298,0
reconnaissance,7121,3,2298,0
stabilize,7121,3,2296,2
stabilization,7121,3,2298,0
reconstructions,7121,3,2296,2
recourse,7121,3,2298,0
attach,7121,3,2298,0
sre,7121,3,2298,0
recruiters,7121,3,2298,0
squeezenet,7121,3,2298,0
rectangular,7121,3,2297,1
attendance,7121,3,2298,0
career,7121,3,2298,0
attended,7121,3,2296,2
cardinal,7121,3,2295,3
attraction,7121,3,2298,0
sparsification,7121,3,2296,2
soundly,7121,3,2298,0
spns,7121,3,2294,4
redistribution,7121,3,2298,0
authority,7121,3,2297,1
spd,7121,3,2297,1
pit,7121,3,2298,0
ventricular,7121,3,2298,0
venue,7121,3,2297,1
photos,7121,3,2295,3
qualified,7121,3,2298,0
abandon,7121,3,2297,1
carbon,7121,3,2298,0
attributing,7121,3,2297,1
attrition,7121,3,2298,0
abandoned,7121,3,2298,0
splash,7121,3,2298,0
spectro,7121,3,2298,0
australian,7121,3,2298,0
reflections,7121,3,2297,1
reflective,7121,3,2298,0
reflexive,7121,3,2297,1
specialist,7121,3,2298,0
authoritative,7121,3,2298,0
authorities,7121,3,2298,0
capital,7121,3,2297,1
spheres,7121,3,2298,0
rejected,7121,3,2297,1
smartwatches,7121,3,2298,0
calibrate,7121,3,2296,2
soa,7121,3,2298,0
awasthi,7121,3,2298,0
snomed,7121,3,2298,0
snli,7121,3,2296,2
snippet,7121,3,2298,0
axiomatically,7121,3,2298,0
smp,7121,3,2298,0
campus,7121,3,2298,0
stabilizing,7121,3,2295,3
sociocultural,7121,3,2298,0
atm,7121,3,2298,0
rater,7121,3,2298,0
argues,7121,3,2296,2
substantiate,7121,3,2298,0
subsequence,7121,3,2297,1
subsamples,7121,3,2298,0
arisen,7121,3,2298,0
subnetwork,7121,3,2298,0
rcc,7121,3,2298,0
arrange,7121,3,2296,2
stackelberg,7121,3,2298,0
reuses,7121,3,2296,2
sociolinguistic,7121,3,2297,1
sociology,7121,3,2298,0
baby,7121,3,2298,0
sm,7121,3,2297,1
releases,7121,3,2297,1
releasing,7121,3,2297,1
bachelor,7121,3,2298,0
backdoor,7121,3,2297,1
backend,7121,3,2298,0
backgrounds,7121,3,2298,0
reluctant,7121,3,2298,0
sociolinguistics,7121,3,2298,0
slides,7121,3,2298,0
sld,7121,3,2298,0
remedies,7121,3,2298,0
smile,7121,3,2298,0
smirnov,7121,3,2298,0
automatize,7121,3,2298,0
axiomatize,7121,3,2298,0
avalanche,7121,3,2298,0
avenue,7121,3,2295,3
aversion,7121,3,2297,1
sleeping,7121,3,2297,1
chatbot,7121,3,2297,1
lle,7121,3,2297,1
alcohol,7121,3,2297,1
inhibits,7121,3,2297,1
minded,7121,3,2298,0
intense,7121,3,2297,1
football,7121,3,2298,0
magnatagatune,7121,3,2298,0
dietary,7121,3,2298,0
fronts,7121,3,2297,1
fcns,7121,3,2298,0
economies,7121,3,2298,0
motive,7121,3,2298,0
ls,7121,3,2297,1
dd,7121,3,2297,1
ffts,7121,3,2298,0
monotonically,7121,3,2296,2
deleting,7121,3,2296,2
macros,7121,3,2298,0
injury,7121,3,2298,0
fft,7121,3,2296,2
df,7121,3,2298,0
inhomogeneous,7121,3,2298,0
intend,7121,3,2296,2
mae,7121,3,2298,0
diagnostics,7121,3,2297,1
enriches,7121,3,2298,0
op,7121,3,2297,1
oop,7121,3,2298,0
mislead,7121,3,2298,0
marginalization,7121,3,2295,3
mmcss,7121,3,2298,0
destroy,7121,3,2297,1
laying,7121,3,2298,0
implicature,7121,3,2298,0
painting,7121,3,2297,1
ctl,7121,3,2298,0
fs,7121,3,2298,0
intelligences,7121,3,2297,1
ltm,7121,3,2298,0
ltr,7121,3,2298,0
keystroke,7121,3,2298,0
montague,7121,3,2298,0
fulfilling,7121,3,2296,2
memorize,7121,3,2297,1
fish,7121,3,2297,1
cybercriminals,7121,3,2298,0
harassment,7121,3,2298,0
cyclical,7121,3,2298,0
kmeans,7121,3,2298,0
pack,7121,3,2298,0
gai,7121,3,2298,0
fixation,7121,3,2296,2
miners,7121,3,2298,0
labs,7121,3,2298,0
melodies,7121,3,2296,2
pagerank,7121,3,2298,0
intensities,7121,3,2296,2
fool,7121,3,2298,0
king,7121,3,2298,0
funding,7121,3,2298,0
memberships,7121,3,2297,1
meteorological,7121,3,2298,0
confidential,7121,3,2297,1
feeling,7121,3,2298,0
labour,7121,3,2298,0
magnitudes,7121,3,2296,2
informs,7121,3,2296,2
multiset,7121,3,2297,1
customary,7121,3,2298,0
diagrammatic,7121,3,2297,1
flagging,7121,3,2298,0
morphosyntactic,7121,3,2298,0
ff,7121,3,2297,1
parametrised,7121,3,2297,1
edition,7121,3,2298,0
forecasters,7121,3,2298,0
intensional,7121,3,2297,1
foot,7121,3,2298,0
fooling,7121,3,2298,0
doors,7121,3,2298,0
molecule,7121,3,2298,0
dominating,7121,3,2295,3
muscle,7121,3,2298,0
fixations,7121,3,2297,1
interrelationships,7121,3,2298,0
diameter,7121,3,2297,1
fuses,7121,3,2297,1
customize,7121,3,2296,2
inflectional,7121,3,2297,1
multiplied,7121,3,2296,2
inflected,7121,3,2295,3
fog,7121,3,2298,0
introspective,7121,3,2298,0
cvs,7121,3,2298,0
haptic,7121,3,2298,0
openai,7121,3,2297,1
opportunistically,7121,3,2298,0
consultation,7121,3,2298,0
nonstationary,7121,3,2297,1
mcc,7121,3,2298,0
displaying,7121,3,2296,2
counted,7121,3,2298,0
mape,7121,3,2298,0
mapf,7121,3,2297,1
gutenberg,7121,3,2298,0
dnnf,7121,3,2297,1
exemplary,7121,3,2297,1
gym,7121,3,2297,1
endpoint,7121,3,2297,1
executive,7121,3,2298,0
drone,7121,3,2298,0
detailing,7121,3,2298,0
executes,7121,3,2296,2
displacement,7121,3,2295,3
misclassified,7121,3,2297,1
duty,7121,3,2298,0
nonzero,7121,3,2296,2
excluding,7121,3,2297,1
misclassify,7121,3,2297,1
excitation,7121,3,2297,1
iconic,7121,3,2298,0
decoy,7121,3,2298,0
moba,7121,3,2298,0
drones,7121,3,2298,0
disc,7121,3,2298,0
hallmark,7121,3,2298,0
mgb,7121,3,2298,0
omitted,7121,3,2298,0
operative,7121,3,2297,1
excessively,7121,3,2297,1
excerpts,7121,3,2298,0
exceptionally,7121,3,2296,2
mmi,7121,3,2298,0
maxwell,7121,3,2298,0
container,7121,3,2298,0
leukemia,7121,3,2298,0
hampered,7121,3,2295,3
disparity,7121,3,2295,3
misinformation,7121,3,2298,0
decays,7121,3,2293,5
hypertension,7121,3,2298,0
ha,7121,3,2297,1
exclusion,7121,3,2298,0
corporations,7121,3,2298,0
coronary,7121,3,2298,0
mln,7121,3,2298,0
duluth,7121,3,2298,0
hyperplane,7121,3,2296,2
hz,7121,3,2298,0
hardening,7121,3,2298,0
maximises,7121,3,2296,2
hypothesized,7121,3,2296,2
enormously,7121,3,2298,0
examinations,7121,3,2298,0
hanoi,7121,3,2298,0
hansson,7121,3,2298,0
march,7121,3,2298,0
hyponyms,7121,3,2297,1
happening,7121,3,2297,1
maximisation,7121,3,2297,1
discernible,7121,3,2298,0
opencorpora,7121,3,2298,0
humorous,7121,3,2298,0
levy,7121,3,2297,1
dropouts,7121,3,2297,1
hurt,7121,3,2295,3
exceedingly,7121,3,2297,1
noticeably,7121,3,2297,1
itinerary,7121,3,2298,0
mm,7121,3,2297,1
harmed,7121,3,2298,0
linux,7121,3,2298,0
onsets,7121,3,2298,0
novices,7121,3,2298,0
ensembling,7121,3,2293,5
enemies,7121,3,2298,0
evolvable,7121,3,2298,0
npc,7121,3,2298,0
hybridized,7121,3,2298,0
entered,7121,3,2294,4
j48,7121,3,2298,0
desktop,7121,3,2298,0
evidentially,7121,3,2298,0
mature,7121,3,2298,0
hurting,7121,3,2297,1
levin,7121,3,2298,0
hybrids,7121,3,2298,0
electrocardiogram,7121,3,2298,0
multithreaded,7121,3,2298,0
packed,7121,3,2297,1
morally,7121,3,2298,0
flood,7121,3,2297,1
cuckoo,7121,3,2298,0
parliament,7121,3,2298,0
flowers,7121,3,2298,0
dialogic,7121,3,2298,0
invalid,7121,3,2298,0
lawrence,7121,3,2298,0
fluctuation,7121,3,2298,0
confounded,7121,3,2297,1
flower,7121,3,2298,0
ell,7121,3,2293,5
lossy,7121,3,2296,2
individualized,7121,3,2296,2
modularized,7121,3,2298,0
denoised,7121,3,2298,0
interpersonal,7121,3,2296,2
gauge,7121,3,2295,3
medications,7121,3,2297,1
cube,7121,3,2298,0
p2p,7121,3,2298,0
interfering,7121,3,2297,1
garden,7121,3,2298,0
denoise,7121,3,2296,2
garnered,7121,3,2298,0
owners,7121,3,2298,0
narration,7121,3,2298,0
elman,7121,3,2298,0
dbscan,7121,3,2298,0
eligible,7121,3,2298,0
gelfond,7121,3,2298,0
lowers,7121,3,2297,1
parliamentary,7121,3,2298,0
interlocutors,7121,3,2298,0
individuation,7121,3,2298,0
lunch,7121,3,2297,1
donors,7121,3,2297,1
falsity,7121,3,2298,0
falsification,7121,3,2298,0
overlapped,7121,3,2295,3
lucene,7121,3,2298,0
favoring,7121,3,2298,0
oz,7121,3,2298,0
gen,7121,3,2297,1
metaphors,7121,3,2298,0
moore,7121,3,2298,0
fascinating,7121,3,2296,2
gang,7121,3,2297,1
layerwise,7121,3,2296,2
curved,7121,3,2296,2
ladder,7121,3,2295,3
eleven,7121,3,2296,2
park,7121,3,2298,0
fms,7121,3,2297,1
narrower,7121,3,2297,1
keras,7121,3,2298,0
gamification,7121,3,2298,0
interferences,7121,3,2298,0
flickr8k,7121,3,2297,1
concentrates,7121,3,2297,1
nasa,7121,3,2298,0
overgeneralizing,7121,3,2298,0
medline,7121,3,2298,0
medieval,7121,3,2298,0
differentiated,7121,3,2298,0
psnr,7121,3,2298,0
laden,7121,3,2298,0
looser,7121,3,2296,2
definitely,7121,3,2298,0
cts,7121,3,2298,0
medication,7121,3,2295,3
dead,7121,3,2298,0
owa,7121,3,2297,1
interoperable,7121,3,2298,0
gd,7121,3,2297,1
ge,7121,3,2295,3
diffused,7121,3,2298,0
confusing,7121,3,2298,0
launch,7121,3,2298,0
metaphor,7121,3,2296,2
confined,7121,3,2297,1
differentiates,7121,3,2298,0
downpour,7121,3,2297,1
inferencing,7121,3,2297,1
infants,7121,3,2297,1
interdependency,7121,3,2298,0
parity,7121,3,2295,3
differentiating,7121,3,2297,1
indications,7121,3,2297,1
infected,7121,3,2298,0
deliveries,7121,3,2298,0
metaphorical,7121,3,2297,1
lowered,7121,3,2298,0
parkinson,7121,3,2298,0
conclusive,7121,3,2298,0
dance,7121,3,2297,1
egyptian,7121,3,2298,0
landsat,7121,3,2298,0
mrfs,7121,3,2295,3
installed,7121,3,2298,0
install,7121,3,2298,0
mr,7121,3,2298,0
dcops,7121,3,2296,2
fpt,7121,3,2298,0
dangers,7121,3,2298,0
dark,7121,3,2297,1
diversify,7121,3,2298,0
paralinguistic,7121,3,2298,0
darwiche,7121,3,2298,0
dick,7121,3,2298,0
intersecting,7121,3,2297,1
diabetic,7121,3,2296,2
dcnn,7121,3,2295,3
dashboards,7121,3,2298,0
instagram,7121,3,2298,0
diverges,7121,3,2297,1
knapsack,7121,3,2296,2
ment,7121,3,2298,0
kf,7121,3,2298,0
cyrillic,7121,3,2298,0
mst,7121,3,2298,0
msc,7121,3,2297,1
fragile,7121,3,2298,0
institution,7121,3,2298,0
fragmentation,7121,3,2298,0
damages,7121,3,2298,0
framing,7121,3,2293,5
meshes,7121,3,2298,0
msr,7121,3,2296,2
inspiring,7121,3,2298,0
fight,7121,3,2298,0
mtd,7121,3,2298,0
inspires,7121,3,2297,1
instrumentation,7121,3,2298,0
ehrs,7121,3,2297,1
metering,7121,3,2298,0
inspected,7121,3,2298,0
instabilities,7121,3,2298,0
insignificant,7121,3,2298,0
conceptualize,7121,3,2297,1
milestones,7121,3,2297,1
frank,7121,3,2287,11
fifteen,7121,3,2298,0
eda,7121,3,2298,0
inserting,7121,3,2298,0
fraught,7121,3,2297,1
panel,7121,3,2297,1
ed,7121,3,2298,0
condensed,7121,3,2296,2
inseparable,7121,3,2298,0
insertions,7121,3,2298,0
dpi,7121,3,2298,0
multiattribute,7121,3,2298,0
lambdamart,7121,3,2298,0
multicriteria,7121,3,2298,0
langford,7121,3,2298,0
mahmood,7121,3,2298,0
deficit,7121,3,2298,0
fasttext,7121,3,2298,0
favors,7121,3,2297,1
inertia,7121,3,2298,0
pan,7121,3,2298,0
hacking,7121,3,2297,1
daes,7121,3,2296,2
knapsacks,7121,3,2297,1
insects,7121,3,2298,0
forgotten,7121,3,2298,0
freeness,7121,3,2298,0
freeway,7121,3,2298,0
integrality,7121,3,2297,1
mounted,7121,3,2298,0
forgo,7121,3,2298,0
finished,7121,3,2298,0
fibrillation,7121,3,2298,0
eigenvector,7121,3,2293,5
monitored,7121,3,2297,1
integrals,7121,3,2295,3
inpatient,7121,3,2298,0
deluge,7121,3,2298,0
finnish,7121,3,2297,1
pairing,7121,3,2295,3
innovations,7121,3,2295,3
foresee,7121,3,2297,1
integers,7121,3,2297,1
multifaceted,7121,3,2298,0
kg,7121,3,2297,1
mod,7121,3,2298,0
inferential,7121,3,2297,1
deployability,7121,3,2298,0
lends,7121,3,2297,1
israel,7121,3,2298,0
counterintuitive,7121,3,2298,0
misalignments,7121,3,2298,0
koller,7121,3,2298,0
mantic,7121,3,2298,0
disagree,7121,3,2297,1
covariances,7121,3,2296,2
mirrored,7121,3,2298,0
orchestrated,7121,3,2298,0
irvine,7121,3,2298,0
ence,7121,3,2298,0
gravitational,7121,3,2298,0
gray,7121,3,2298,0
md,7121,3,2297,1
enclosing,7121,3,2298,0
mis,7121,3,2297,1
nominals,7121,3,2296,2
islamic,7121,3,2298,0
literally,7121,3,2297,1
disproving,7121,3,2298,0
opposition,7121,3,2298,0
idioms,7121,3,2298,0
graphoid,7121,3,2298,0
graphplan,7121,3,2298,0
impede,7121,3,2298,0
gsa,7121,3,2298,0
july,7121,3,2298,0
encyclopedia,7121,3,2298,0
encyclopedic,7121,3,2298,0
groundwork,7121,3,2297,1
disagreements,7121,3,2298,0
coverings,7121,3,2297,1
endeavour,7121,3,2297,1
ies,7121,3,2298,0
misalignment,7121,3,2298,0
liu,7121,3,2297,1
idss,7121,3,2298,0
gtd,7121,3,2298,0
illustrations,7121,3,2296,2
manuscripts,7121,3,2298,0
optic,7121,3,2298,0
guarded,7121,3,2297,1
endeavours,7121,3,2298,0
manifests,7121,3,2297,1
disputed,7121,3,2298,0
grf,7121,3,2298,0
malfunctioning,7121,3,2298,0
neo,7121,3,2298,0
neocortex,7121,3,2298,0
facet,7121,3,2297,1
fables,7121,3,2298,0
fa,7121,3,2298,0
ld,7121,3,2298,0
outlets,7121,3,2298,0
f_,7121,3,2298,0
distinguishable,7121,3,2297,1
ezcsp,7121,3,2298,0
inconvenient,7121,3,2298,0
keen,7121,3,2298,0
factorizes,7121,3,2297,1
negations,7121,3,2297,1
ctbns,7121,3,2298,0
ecoc,7121,3,2296,2
generically,7121,3,2298,0
overcomplete,7121,3,2295,3
malignant,7121,3,2298,0
kdd99,7121,3,2298,0
diminish,7121,3,2297,1
densenet,7121,3,2296,2
gringo,7121,3,2298,0
expedite,7121,3,2298,0
iid,7121,3,2298,0
gripper,7121,3,2298,0
covariate,7121,3,2291,7
dof,7121,3,2297,1
optional,7121,3,2298,0
impairments,7121,3,2298,0
deaths,7121,3,2298,0
manners,7121,3,2298,0
nation,7121,3,2298,0
factorize,7121,3,2296,2
inconclusive,7121,3,2298,0
factorisation,7121,3,2296,2
negotiations,7121,3,2297,1
med,7121,3,2297,1
kearns,7121,3,2298,0
logit,7121,3,2296,2
malevolent,7121,3,2298,0
incomparability,7121,3,2298,0
outlook,7121,3,2298,0
genericity,7121,3,2298,0
organizers,7121,3,2296,2
immense,7121,3,2298,0
terminating,7121,3,2298,0
pushed,7121,3,2297,1
pushing,7121,3,2294,4
pustejovsky,7121,3,2298,0
putnam,7121,3,2298,0
terrains,7121,3,2298,0
terrain,7121,3,2297,1
terminates,7121,3,2298,0
temporary,7121,3,2296,2
terasort,7121,3,2298,0
chair,7121,3,2297,1
qas,7121,3,2298,0
qbf,7121,3,2298,0
tense,7121,3,2297,1
tended,7121,3,2298,0
platformer,7121,3,2297,1
zsl,7121,3,2298,0
ergodic,7121,3,2295,3
craft,7121,3,2297,1
ample,7121,3,2295,3
amplified,7121,3,2296,2
telling,7121,3,2297,1
tasked,7121,3,2295,3
timesteps,7121,3,2295,3
misclassifying,7121,3,2298,0
ale,7121,3,2298,0
punishment,7121,3,2298,0
chapters,7121,3,2298,0
testbeds,7121,3,2298,0
pursuing,7121,3,2297,1
amrs,7121,3,2297,1
telecommunications,7121,3,2298,0
microgrids,7121,3,2298,0
ams,7121,3,2298,0
amt,7121,3,2298,0
tease,7121,3,2297,1
teamwork,7121,3,2298,0
tdc,7121,3,2298,0
tcm,7121,3,2298,0
anaphora,7121,3,2298,0
taxi,7121,3,2298,0
tations,7121,3,2298,0
tastes,7121,3,2298,0
qe,7121,3,2298,0
empowerment,7121,3,2297,1
imitates,7121,3,2296,2
eas,7121,3,2298,0
governmental,7121,3,2298,0
loan,7121,3,2298,0
origins,7121,3,2298,0
drill,7121,3,2298,0
dogs,7121,3,2297,1
originate,7121,3,2297,1
explorations,7121,3,2298,0
easgd,7121,3,2298,0
loading,7121,3,2297,1
employment,7121,3,2297,1
loaded,7121,3,2298,0
crc,7121,3,2298,0
nkd,7121,3,2298,0
iris,7121,3,2298,0
legacy,7121,3,2298,0
manifestations,7121,3,2298,0
nlc,7121,3,2298,0
dissatisfaction,7121,3,2298,0
organizes,7121,3,2298,0
imitating,7121,3,2297,1
organizer,7121,3,2298,0
legends,7121,3,2297,1
mir,7121,3,2298,0
earthquakes,7121,3,2298,0
crammer,7121,3,2298,0
dirty,7121,3,2298,0
emulates,7121,3,2298,0
disruptions,7121,3,2298,0
determinantal,7121,3,2291,7
nm,7121,3,2298,0
organically,7121,3,2298,0
orderly,7121,3,2298,0
crash,7121,3,2297,1
organic,7121,3,2298,0
disable,7121,3,2298,0
cpts,7121,3,2298,0
disabled,7121,3,2298,0
explainable,7121,3,2298,0
earliness,7121,3,2298,0
nnlm,7121,3,2297,1
nns,7121,3,2297,1
consolidate,7121,3,2296,2
denying,7121,3,2298,0
imagined,7121,3,2298,0
indeterminate,7121,3,2298,0
telecommunication,7121,3,2298,0
nc,7121,3,2298,0
huang,7121,3,2297,1
discount,7121,3,2296,2
https,7121,3,2298,0
contrarily,7121,3,2298,0
copying,7121,3,2291,7
evaluator,7121,3,2298,0
contrasted,7121,3,2298,0
ethically,7121,3,2298,0
hospitals,7121,3,2298,0
guistic,7121,3,2298,0
hiding,7121,3,2298,0
homogeneity,7121,3,2296,2
deserve,7121,3,2295,3
homepage,7121,3,2298,0
equip,7121,3,2296,2
mat,7121,3,2298,0
lifestyle,7121,3,2298,0
misuse,7121,3,2298,0
hid,7121,3,2298,0
numbering,7121,3,2298,0
oliveras,7121,3,2298,0
dub,7121,3,2298,0
joy,7121,3,2298,0
hotels,7121,3,2298,0
obdds,7121,3,2297,1
misses,7121,3,2298,0
hedging,7121,3,2298,0
hci,7121,3,2298,0
nutrients,7121,3,2298,0
disentangled,7121,3,2294,4
ok,7121,3,2298,0
marketplaces,7121,3,2298,0
hole,7121,3,2296,2
disjunctions,7121,3,2298,0
humanitarian,7121,3,2298,0
lexicography,7121,3,2298,0
entropic,7121,3,2295,3
duc,7121,3,2294,4
nuances,7121,3,2298,0
disfluencies,7121,3,2297,1
mation,7121,3,2298,0
contractive,7121,3,2293,5
discontinuity,7121,3,2298,0
eventuality,7121,3,2298,0
epidemiology,7121,3,2298,0
convincingly,7121,3,2296,2
masking,7121,3,2297,1
defy,7121,3,2297,1
math,7121,3,2295,3
epistemology,7121,3,2298,0
libsvm,7121,3,2297,1
marries,7121,3,2296,2
hopes,7121,3,2296,2
joins,7121,3,2297,1
mitigated,7121,3,2297,1
heretofore,7121,3,2297,1
